Squat,Bench,Deadlift,Total,Gender
475,350,455,1280,Male
,,40,40,Male
350,280,445,1075,Male
180,125,240,545,Female
225,135,275,635,Female
455,305,420,1180,Male
310,225,310,845,Male
375,275,495,1145,Male
185,110,230,525,Female
382,310,407,1099,Male
385,290,455,1130,Male
225,245,345,815,Male
365,295,405,1065,Male
350,275,420,1045,Male
315,275,365,955,Male
316,281,326,923,Male
210,120,245,575,Female
185,185,185,555,Male
200,110,225,535,Female
315,235,455,1005,Male
250,135,265,650,Female
225,90,315,630,Female
280,215,430,925,Male
335,255,425,1015,Male
390,235,275,900,Male
6,6,15,27,Female
15,10,30,55,Female
20,15,30,65,Female
405,285,435,1125,Male
173,203,315,691,Male
250,125,255,630,Female
,265,,265,Male
305,275,395,975,Male
331,185,315,831,Male
,185,225,410,Male
350,255,445,1050,Male
335,205,365,905,Male
345,275,395,1015,Male
406,300,434,1140,Male
190,122,275,587,Female
455,345,515,1315,Male
455,275,45,775,Male
375,295,365,1035,Male
345,225,365,935,Male
315,225,365,905,Male
375,240,435,1050,Male
83,43,110,236,Female
315,275,335,925,Male
300,225,305,830,Male
225,185,295,705,Male
315,235,435,985,Male
375,295,525,1195,Male
305,230,350,885,Male
375,270,390,1035,Male
365,305,405,1075,Male
405,315,495,1215,Male
175,95,185,455,Female
749.7,485.1,600.8625000000001,1835.6625000000001,Male
415,220,475,1110,Male
315,235,455,1005,Male
415,275,475,1165,Male
370,210,385,965,Male
210,115,270,595,Female
306,201,326,833,Male
335,285,325,945,Male
405,285,405,1095,Male
223,158,283,664,Female
510,350,610,1470,Male
495,315,425,1235,Male
440,290,475,1205,Male
225,262.5,225,712.5,Male
511,355,591,1457,Male
65,65,65,195,Female
205,195,220,620,Male
365,205,405,975,Male
435,315,515,1265,Male
380,275,365,1020,Male
300,155,275,730,Female
335,245,425,1005,Male
465,240,540,1245,Male
250,185,265,700,Male
434,254,475,1163,Male
105,215,75,395,Female
535,305,455,1295,Male
425,330,455,1210,Male
405,365,405,1175,Male
325,280,405,1010,Male
430,225,460,1115,Male
390,270,395,1055,Male
660,330,610,1600,Male
,200,,200,Female
265,265,175,705,Female
315,290,500,1105,Male
135,138,165,438,Male
435,335,515,1285,Male
450,275,415,1140,Male
455,335,500,1290,Male
450,245,505,1200,Male
285,215,335,835,Male
340,200,385,925,Male
365,245,415,1025,Male
405,275,455,1135,Male
405,310,465,1180,Male
425,340,455,1220,Male
315,255,425,995,Male
405,335,445,1185,Male
381,365,315,1061,Male
35,45,86,166,Female
225,185,275,685,Male
295,225,295,815,Male
385,350,515,1250,Male
30,30,30,90,Male
465,285,545,1295,Male
465,375,505,1345,Male
245,185,295,725,Male
755,255,507,1517,Male
425,350,515,1290,Male
340,255,405,1000,Male
1,1,10,12,Female
420,250,455,1125,Male
415,325,464,1204,Male
260,115,370,745,Female
385,450,465,1300,Male
555,355,560,1470,Male
285,205,315,805,Male
419,250,485,1154,Male
365,300,405,1070,Male
365,235,455,1055,Male
369.33750000000003,220.5,380.3625,970.2,Female
545,365,545,1455,Male
385,282,429,1096,Male
358.3125,209.475,385.875,953.6625,Male
405,290,485,1180,Male
175,145,205,525,Female
365,304,375,1044,Male
305,205,255,765,Male
385,285,460,1130,Male
365,325,365,1055,Male
225.75,300.75,465.75,992.25,Male
365,315,495,1175,Male
270,209,352,831,Male
200,85,190,475,Female
725,555,705,1985,Male
257.985,88.2,132.3,478.485,Female
170,235,225,630,Male
369.33750000000003,286.65000000000003,534.7125,1190.7,Male
275,245,365,885,Male
570,350,605,1525,Male
300,165,350,815,Female
350,230,465,1045,Male
425,310,405,1140,Male
280,210,325,815,Male
405,285,405,1095,Male
330.75,220.5,396.90000000000003,948.15,Male
530,320,555,1405,Male
405,265,405,1075,Male
265,175,265,705,Male
345.08250000000004,203.9625,330.75,879.7950000000001,Male
275,215,365,855,Male
415,315,630,1360,Male
500,330,505,1335,Male
405,275,475,1155,Male
495,365,585,1445,Male
350,300,405,1055,Male
235,185,135,555,Male
285,210,300,795,Male
295,245,305,845,Male
405,220.5,495,1120.5,Male
565,330,505,1400,Male
545,335,555,1435,Male
369.33750000000003,231.525,418.95,1019.8125,Male
365,300,385,1050,Male
415,265,545,1225,Male
45,225,75,345,Male
365,270,405,1040,Male
365,275,435,1075,Male
,125,,125,Female
500,350,565,1415,Male
250,170,355,775,Male
475,350,635,1460,Male
470,240,330,1040,Male
300,205,365,870,Male
525,335,500,1360,Male
363.825,173.0925,463.05,999.9675000000001,Male
230,115,248,593,Female
314.21250000000003,226.01250000000002,363.825,904.0500000000001,Female
455,295,425,1175,Male
415,250,415,1080,Male
556.7625,429.975,606.375,1593.1125,Male
,285,,285,Male
435,315,515,1265,Male
300,235,330,865,Male
350,285,430,1065,Male
175,110,200,485,Female
225,225,225,675,Male
385,245,450,1080,Male
380,350,405,1135,Male
311,255,455,1021,Male
505,345,630,1480,Male
325,235,375,935,Male
215,130,245,590,Female
,190,285,475,Female
308.7,181.9125,457.5375,948.15,Male
500,365,545,1410,Male
235,210,315,760,Male
275,245,365,885,Male
405,45,405,855,Male
150,115,205,470,Female
535,300,535,1370,Male
441,248.0625,441,1130.0625,Male
535,385,605,1525,Male
435,295,485,1215,Male
350,265,455,1070,Male
480,280,550,1310,Male
425,205,405,1035,Male
18,13,65,96,Female
23,23,70,116,Female
305,215,375,895,Male
465,335,465,1265,Male
135,111,170,416,Female
407.925,286.65000000000003,463.05,1157.625,Male
315,315,635,1265,Male
335,240,435,1010,Male
467,366,505,1338,Male
300,245,300,845,Male
185,125,240,550,Female
315,195,385,895,Male
154,75,205,434,Female
255,220,285,760,Male
275,235,365,875,Male
457.5375,132.3,463.05,1052.8875,Male
195,110,245,550,Female
295,240,345,880,Male
415,285,455,1155,Male
405,225,405,1035,Male
240,185,225,650,Male
365,300,435,1100,Male
537,315,405,1257,Male
365,235,425,1025,Male
185,165,300,650,Non-Binary
275,225,315,815,Male
441,275.625,441,1157.625,Male
275,205,300,780,Male
515,315,510,1340,Male
285,205,305,795,Male
405,280,425,1110,Male
360,315,455,1130,Male
,225,,225,Male
155,120,275,550,Female
220.5,137.8125,242.55,600.8625000000001,Female
370,225,405,1000,Male
450,315,455,1220,Male
510,330,480,1320,Male
375,265,500,1140,Male
575,,305,880,Male
430,320,465,1215,Male
315,275,450,1040,Male
335,235,385,955,Male
407.925,242.55,507.15000000000003,1157.625,Male
308.7,198.45000000000002,396.90000000000003,904.0500000000001,Male
341.77500000000003,214.9875,407.925,964.6875,Male
507.15000000000003,396.90000000000003,264.6,1168.65,Male
175,130,210,515,Female
405,295,455,1155,Male
260,115,315,690,Female
315,220,335,870,Male
345,225,365,935,Male
45,30,95,170,Male
205,155,245,605,Female
405,265,625,1295,Male
355,255,405,1015,Male
345,245,365,955,Male
165,110,215,490,Female
280,175,355,810,Male
365,265,385,1015,Male
365,205,435,1005,Male
415,275,460,1150,Male
275,225,395,895,Male
330,240,430,1000,Male
265,205,335,805,Male
300,265,455,1020,Male
425,285,385,1095,Male
496.125,377.055,683.5500000000001,1556.73,Male
275,155,315,745,Female
345,259,440,1044,Male
445,225,410,1080,Female
275.625,154.35,308.7,738.6750000000001,Female
295,200,335,830,Non-Binary
285,230,345,860,Male
290,195,315,800,Male
305,230,365,900,Male
335,245,455,1035,Male
285,220,335,840,Male
15,15,15,45,Female
465,360,525,1350,Male
305,225,405,935,Male
415,290,500,1205,Male
333,275,405,1013,Male
370,265,405,1040,Male
350,250,425,1025,Male
390,330,535,1255,Male
465,285,515,1265,Male
240,145,205,590,Female
241,185,355,781,Male
445,325,520,1290,Male
295,155,310,760,Female
325,255,405,985,Male
175,115,260,550,Female
495,365,495,1355,Male
255,225,325,805,Male
475,295,445,1215,Male
255,145,325,725,Female
465,295,545,1305,Male
235,215,225,675,Male
385,275,425,1085,Male
335,275,545,1155,Male
135,245,135,515,Male
525,335,615,1475,Male
468.5625,352.8,507.15000000000003,1328.5125,Male
10,10,10,30,Male
315,165,395,875,Male
195,105,250,550,Female
445,,,445,Male
405,240,480,1125,Male
235,170,325,730,Male
45,45,65,155,Female
193,123,203,519,Female
365,235,405,1005,Male
429.975,308.7,507.15000000000003,1245.825,Male
468,270,529,1267,Male
10,18,53,81,Female
355,265,405,1025,Male
336,261,403.5,1000.5,Male
325,225,335,885,Male
315,315,405,1035,Male
335,205,405,945,Male
292.5,235,325,852.5,Male
170,115,145,430,Female
570,365,505,1440,Male
325,252.5,465,1042.5,Male
385,275,405,1065,Male
560,365,560,1485,Male
265,225,285,775,Male
155,95,225,475,Female
455,275,545,1275,Male
330,230,477,1037,Male
365,300,405,1070,Male
45,20,45,110,Female
345,255,405,1005,Male
16,16,59,91,Female
27.5,25,70,122.5,Female
,265,,265,Male
310,290,320,920,Male
110,82,230,422,Female
265,235,295,795,Male
225,190,300,715,Male
425,335,475,1235,Male
335,225,405,965,Male
365,275,500,1140,Male
380,240,480,1100,Male
325,275,405,1005,Male
470,355,505,1330,Male
450,315,525,1290,Male
195,145,315,655,Female
275,135,355,765,Male
5,5,25,35,Male
405,260,270,935,Male
5,5,15,25,Female
250,185,250,685,Male
175,105,245,525,Female
385,245,530,1160,Male
255,275,315,845,Male
245,175,215,635,Female
405,265,405,1075,Male
198.45000000000002,126.78750000000001,330.75,655.9875000000001,Male
300,225,405,930,Male
125,65,155,345,Female
335,285,385,1005,Male
140,100,235,475,Non-Binary
315,225,405,945,Male
230,215,325,770,Male
135,135,135,405,Male
455,455,505,1415,Male
315,275,315,905,Male
397,298,463,1158,Male
315,205,335,855,Male
260,190,275,725,Male
315,225,405,945,Male
185,120,215,520,Female
418.95,286.65000000000003,446.5125,1152.1125,Male
,225,,225,Male
366,301,405,1072,Male
385,265,425,1075,Male
300,225,365,890,Male
275,225,305,805,Male
246,130,325,701,Female
265,255,415,935,Male
380,285,495,1160,Male
385,252,425,1062,Male
485,315,500,1300,Male
525,315,460,1300,Male
335,245,365,945,Male
185,126,246,557,Female
350,210,255,815,Male
405,335,505,1245,Male
435,305,545,1285,Male
325,25,405,755,Male
220,170,335,725,Male
315,225,385,925,Male
84.8925,24.916500000000003,99.8865,209.69549999999998,Male
375,330,475,1180,Male
385,295,405,1085,Male
441,275.625,573.3000000000001,1289.925,Male
525,390,680,1595,Male
405,245,445,1095,Male
265,240,315,820,Male
375,335,525,1235,Male
275,215,315,805,Male
315,355,430,1100,Male
15,22,27,64,Male
315,205,390,910,Male
284.445,181.9125,286.65000000000003,753.0075,Female
570,245,455,1270,Male
345,350,515,1210,Male
615,405,585,1605,Male
248,137.5,286.5,672,Female
418.95,264.6,463.05,1146.6000000000001,Male
385,250,445,1080,Male
255,255,315,825,Male
350,250,365,965,Male
429.975,275.625,457.5375,1163.1375,Male
315,265,415,995,Male
375,320,425.6,1120.6,Male
365,290,415,1070,Male
515,365,455,1335,Male
220,155,175,550,Female
440,545,325,1310,Male
135,85,135,355,Female
485,315,550,1350,Male
275,205,135,615,Male
500,440,585,1525,Male
276,201,401,878,Male
265,255,385,905,Male
340,205,355,900,Male
420,305,455,1180,Male
315,235,315,865,Male
45,25,25,95,Male
315,300,455,1070,Male
341.77500000000003,220.5,374.85,937.125,Male
405,250,410,1065,Male
405,325,415,1145,Male
633,381,662,1676,Male
5,5,,10,Female
413.4375,270.1125,441,1124.55,Male
363.825,242.55,396.90000000000003,1003.275,Male
453,275,540,1268,Male
375,325,435,1135,Male
410,300,475,1185,Male
,,25,25,Male
85,135,405,625,Male
402.4125,253.57500000000002,512.6625,1168.65,Male
350,205,420,975,Male
485,275,495,1255,Male
600,415,615,1630,Male
155,115,225,495,Male
500,315,545,1360,Male
335,245,415,995,Male
425,245,415,1085,Male
21,9,107,137,Male
225,165,270,660,Male
180,115,230,525,Female
455,295,575,1325,Male
380.3625,259.08750000000003,441,1080.45,Male
415,325,455,1195,Male
694,358,600,1652,Male
445,275,455,1175,Male
510,350,645,1505,Male
330.75,214.9875,363.825,909.5625,Female
295,245,315,855,Male
455,375,505,1335,Male
440,145,690,1275,Male
45,250,45,340,Male
180,180,180,540,Male
325,245,455,1025,Male
408,271,448,1127,Male
275,185,365,825,Male
225,185,275,685,Male
525,375,525,1425,Male
205,245,315,765,Male
95,55,95,245,Female
275,225,315,815,Male
315,315,315,945,Male
155,95,185,435,Female
225,165,275,665,Male
95,,135,230,Male
295,225,405,925,Male
455,315,585,1355,Male
154.35,99.22500000000001,198.45000000000002,452.02500000000003,Female
385,300,395,1080,Male
180,118,200,498,Male
325,245,430,1000,Male
155,105,185,445,Female
405,275,495,1175,Male
330.75,203.9625,507.15000000000003,1041.8625,Male
185,120,225,530,Female
275,215,395,885,Male
385,225,475,1085,Male
405,300,495,1200,Male
15,5,15,35,Female
205,135,290,630,Female
35,35,55,125,Female
315,225,405,945,Male
410,300,405,1115,Male
385,245,505,1135,Male
430,317.5,460,1207.5,Male
100,95,145,340,Female
135,70,135,340,Female
205,105,305,615,Female
418.95,330.75,429.975,1179.675,Male
525,365,555,1445,Male
365,265,475,1105,Male
253.57500000000002,165.375,314.21250000000003,733.1625,Female
25,25,40,90,Male
115,105,175,395,Female
9.9225,9.9225,9.9225,29.767500000000002,Female
265,215,305,785,Male
373,335,518,1226,Male
17.5,20,47.5,85,Female
70,40,85,195,Female
60,45,90,195,Female
235,200,315,750,Male
4,4,20,28,Female
155,80,155,390,Female
385,235,375,995,Male
523.6,352.7,586.4,1462.7,Male
55,55,95,205,Male
160,175,315,650,Male
75,65,115,255,Male
77.175,121.275,143.32500000000002,341.77500000000003,Female
405,335,460,1200,Male
465,260,575,1300,Male
355,205,380,940,Male
185,105,215,505,Female
308.7,159.8625,308.7,777.2625,Female
405,315,500,1220,Male
435,307,475,1217,Male
475,275,500,1250,Male
465,265,435,1165,Male
225,175,275,675,Male
405,315,465,1185,Male
550,375,500,1425,Male
562,275,520,1357,Male
475,300,505,1280,Male
291,128,335,754,Female
265,235,345,845,Male
340,255,405,1000,Male
345,235,425,1005,Male
485.1,303.1875,551.25,1339.5375000000001,Male
285,265,350,900,Male
555,440,505,1500,Male
310,215,405,930,Male
445,315,500,1260,Male
232,236,327,795,Female
418.95,319.725,529.2,1267.875,Male
672,485,837,1994,Male
300,215,365,880,Male
315,255,405,975,Male
540.1,363.7,540.1,1443.9,Male
319.725,198.45000000000002,308.7,826.875,Male
255,230,320,805,Male
475,325,455,1255,Male
25,25,95,145,Female
5,5,5,15,Female
35,55,70,160,Female
10,10,49,69,Male
50,20,59,129,Female
315,165,315,795,Male
330,225,445,1000,Male
65,,,65,Female
320,235,,555,Male
525,375,585,1485,Male
205,110,225,540,Female
,2,5,7,Female
507.1,25,272.6,804.7,Male
48,32,83,163,Female
315,215,315,845,Male
345,225,430,1000,Male
215,125,240,580,Female
465,375,475,1315,Male
9.9225,9.9225,9.9225,29.767500000000002,Male
485,375,525,1385,Male
15,25,65,105,Male
700,445,735,1880,Male
95,85,140,320,Male
5,5,25,35,Female
265,169.5,243.5,678,Female
205,115,235,555,Male
115,70,115,300,Female
155,135,225,515,Male
101,105,205,411,Female
253,170,297,720,Male
108.045,68.355,200.655,377.055,Female
385,225,405,1015,Male
415,285,445,1145,Male
255,165,335,755,Female
335,275,395,1005,Male
165,115,205,485,Female
145,95,225,465,Female
405,230,445,1080,Male
300,255,380,935,Male
205,210,245,660,Male
265,190,295,750,Male
555,350,605,1510,Male
255,150,337.5,742.5,Male
80,80,80,240,Male
405,275,405,1085,Male
407.925,341.77500000000003,485.1,1234.8,Male
210,125,245,580,Female
245,136,275,656,Male
535,320,565,1420,Male
661.5,374.85,694.575,1730.925,Male
402.4125,314.21250000000003,523.6875,1240.3125,Male
365,315,450,1130,Male
390,260,405,1055,Male
345,265,435,1045,Male
315,225,405,945,Male
300,275,335,910,Male
300,215,385,900,Male
315,190,385,890,Male
335,205,335,875,Male
225,225,295,745,Male
265,185,275,725,Female
225,245,245,715,Male
255,160,300,715,Female
275,135,295,705,Female
200,160,295,655,Male
185,155,225,565,Male
165.375,126.78750000000001,220.5,512.6625,Female
185,135,185,505,Female
165,95,205,465,Female
175,125,155,455,Female
180,80,186,446,Female
165,110,145,420,Female
135,95,185,415,Female
150,105,145,400,Female
140,90,170,400,Female
70,60,110,240,Male
95,45,95,235,Female
2,1,3,6,Female
396.90000000000003,297.675,441,1135.575,Male
140,125,185,450,Female
45,305,585,935,Male
10,10,25,45,Male
365,295,455,1115,Male
,275,725,1000,Male
330,285,405,1020,Male
335,205,315,855,Male
405,365,500,1270,Male
380,255,470,1105,Male
315,224,410,949,Male
165.375,88.2,209.475,463.05,Female
345,205,405,955,Male
165,110,250,525,Female
455,375,535,1365,Male
425,255,475,1155,Male
385,275,425,1085,Male
280,190,360,830,Male
310,170,330,810,Male
285,215,305,805,Male
248.0625,242.55,253.57500000000002,744.1875,Male
225,225,225,675,Male
205,115,305,625,Male
225,97.5,245,567.5,Female
145,155,255,555,Female
187,95,225,507,Female
170,95,205,470,Female
135,55,185,375,Female
115,85,135,335,Female
95,95,145,335,Male
115,70,135,320,Female
95,65,137,297,Female
115,55,105,275,Female
2,1,3,6,Female
515,345,590,1450,Male
441,287,606,1334,Male
475,280,450,1205,Male
364,209,287,860,Male
342,255,429,1026,Male
460,380,515,1355,Male
515,345,585,1445,Male
335,275,405,1015,Male
485,315,535,1335,Male
335,265,315,915,Male
65,65,65,195,Male
325,235,455,1015,Male
275,235,365,875,Male
185,185,185,555,Male
55,30,90,175,Male
508,348,620,1476,Male
290,145,315,750,Female
298,165,298,761,Female
360,255,385,1000,Male
500,335,540,1375,Male
240,145,285,670,Female
405,260,460,1125,Male
365,245,545,1155,Male
545,345,565,1455,Male
205,135,245,585,Female
450,370,502,1322,Male
474,270,573,1317,Male
353,176,419,948,Male
468,336,520,1324,Male
375,345,485,1205,Male
251,200,375,826,Male
135,135,250,520,Male
325,235,405,965,Male
305,225,425,955,Male
365,305,365,1035,Male
405,295,585,1285,Male
450,280,555,1285,Male
240,180,300,720,Female
495,300,495,1290,Male
235,175,335,745,Male
365,250,225,840,Male
354,244,354,951,Male
275,255,405,935,Male
395,285,460,1140,Male
408,281,448,1137,Male
435,260,525,1220,Male
251,226,331,807,Female
375,325,405,1105,Male
410,280,410,1100,Male
355,255,405,1015,Male
410,300,365,1075,Male
309,165,419,893,Male
555,375,585,1515,Male
475,285,340,1100,Male
491,309,529,1328,Male
380,280,413,1073,Male
470,300,500,1270,Male
230,140,255,625,Female
525,275,565,1365,Male
400,240,340,980,Male
350,270,423,1043,Male
350,315,502,1167,Male
335,245,360,940,Male
435,320,465,1220,Male
475,335,501,1311,Male
402,248,451,1101,Male
420,315,505,1240,Male
370,225,485,1080,Male
435,255,485,1175,Male
365,205,405,975,Male
745,405,635,1785,Male
525,405,495,1425,Male
325,275,945,1545,Male
230,155,265,650,Female
345,245,425,1015,Male
450,315,505,1270,Male
225,235,315,775,Male
410,275,455,1140,Male
315,270,365,950,Male
195,110,235,540,Female
342,198,441,981,Male
275,225,315,815,Male
331,243,355,929,Male
300,255,330,885,Male
80,80,80,240,Male
275,245,245,765,Male
243,243,413,898,Female
350,250,365,965,Male
495,310,570,1375,Male
515,405,585,1505,Male
275,205,500,980,Male
193,153,273,619,Female
340,245,315,900,Male
275,205,365,845,Male
315,245,440,1000,Male
315,265,365,945,Male
500,355,585,1440,Male
355,330,475,1160,Male
365,250,425,1040,Male
540,350,570,1460,Male
280,305,325,910,Male
742,380,805,1927,Male
335,250,385,970,Male
425,295,415,1135,Male
280,185,325,790,Male
380,355,515,1250,Male
435,290,455,1180,Male
405,255,455,1115,Male
415,345,475,1235,Male
335,245,355,935,Male
555,405,710,1670,Male
385,245,495,1125,Male
365,240,425,1030,Male
505,355,565,1425,Male
385,465,265,1115,Male
395,325,486,1206,Male
445,285,534,1264,Male
440,307,480,1227,Male
295,255,365,915,Male
490,275,575,1340,Male
405,225,455,1085,Male
331,198,441,970,Male
369,276,524,1168,Male
347,257,367,971,Male
485,410,500,1395,Male
435,375,545,1355,Male
405,255,405,1065,Male
305,185,345,835,Male
535,365,525,1425,Male
575,330,520,1425,Male
540,331,518,1389,Male
314,194,319,827,Male
370,235,395,1000,Male
340,210,455,1005,Female
315,265,,580,Male
385,265,445,1095,Male
350,180,275,805,Female
440,300,495,1235,Male
405,315,455,1175,Male
305,225,355,885,Male
365,275,440,1080,Male
342,220,358,920,Male
555,395,820,1770,Male
420,270,420,1110,Male
385,295,445,1125,Male
470,285,455,1210,Male
440,330,455,1225,Male
484,335,605,1424,Male
320,274,384,978,Male
400,225,435,1060,Male
445,315,505,1265,Male
465,265,515,1245,Male
315,275,315,905,Male
535,285,535,1355,Male
220,160,,380,Female
525,395,595,1515,Male
510,380,640,1530,Male
364,209,474,1047,Male
545,385,525,1455,Male
400,225,375,1000,Male
345,255,525,1125,Male
270,190,185,645,Female
300,245,455,1000,Male
455,365,565,1385,Male
370,,430,800,Male
342,187,496,1025,Male
230,103,250,583,Female
455,375,495,1325,Male
419,289,485,1193,Male
385,237,375,996,Female
507,320,617,1444,Male
310,230,355,895,Male
480,345,405,1230,Male
127,77,143,347,Female
385,275,365,1025,Male
315,165,325,805,Female
430,210,485,1125,Male
309,204,375,888,Male
350,250,430,1030,Male
395,380,400,1175,Male
330,225,435,990,Male
280,152,335,767,Female
550,425,495,1470,Male
634,397,590,1620,Male
425,295,405,1125,Male
386,270,408,1064,Female
375,285,425,1085,Male
440,315,530,1285,Male
375,265,360,1000,Male
445,268,425,1138,Male
285,225,335,845,Male
415,285,500,1200,Male
300,190,345,835,Female
655,375,565,1595,Male
410,300,450,1160,Male
463,265,507,1235,Male
285,165,280,730,Female
413,276,452,1141,Male
425,345,720,1490,Male
500,425,545,1470,Male
310,195,365,870,Male
315,161,345,821,Female
167,125,207,499,Female
465,285,540,1290,Male
435,330,445,1210,Male
355,255,405,1015,Male
240,245,385,870,Male
365,245,415,1025,Male
420,355,505,1280,Male
331,132,331,794,Female
185,115,240,540,Female
245,185,325,755,Male
320,225,465,1010,Male
452,353,573,1378,Male
245,205,315,765,Male
375,265,405,1045,Male
455,315,565,1335,Male
245,125,245,615,Female
375,285,445,1105,Male
285,160,330,775,Male
255,115,265,635,Female
600,390,600,1590,Male
287,167,415,869,Female
195,120,260,575,Female
585,395,595,1575,Male
375,276,452,1102,Male
440,305,455,1200,Male
507,287,507,1301,Male
465,271,615,1351,Male
353,231,,584,Male
529,303,529,1361,Male
783,606,740,2129,Male
205,125,245,575,Female
195,133,205,533,Female
408,287,474,1168,Male
250,240,270,760,Male
255,120,275,650,Female
402,248,452,1102,Male
425,325,495,1245,Male
342,198,427,967,Male
225,105,245,575,Female
365,315,455,1135,Male
525,335,585,1445,Male
325,240,400,965,Male
88,44,,132,Female
380,215,463,1058,Male
415,265,455,1135,Male
210,110,260,580,Female
360,175,315,850,Female
250,140,295,685,Female
350,240,475,1065,Male
225,265,365,855,Male
602,311,591,1504,Male
225,155,305,685,Male
335,275,470,1080,Male
365,235,385,985,Male
325,305,420,1050,Male
370,250,500,1120,Male
440,260,490,1190,Male
425,365,505,1295,Male
280,205,340,825,Male
205,,220,425,Male
255,205,335,795,Male
445,335,515,1295,Male
170,100,180,450,Female
215,195,255,665,Male
325,276,355,956,Male
360,245,385,990,Male
325,225,400,950,Male
,175,265,440,Female
185,155,225,565,Male
225,218,356,799,Male
390,385,235,1010,Male
365,290,445,1100,Male
275,225,365,865,Male
280,187,331,798,Female
145,195,365,705,Male
330,225,365,920,Male
225,235,225,685,Male
365,225,412,1002,Male
345,255,445,1045,Male
365,205,435,1005,Male
155,121,185,461,Female
300,250,315,865,Male
302,195,335,832,Male
100,82,230,412,Female
315,225,365,905,Male
135,107,175,417,Female
375,245,425,1045,Male
250,205,300,755,Male
235,205,265,705,Male
555,445,545,1545,Male
345,265,445,1055,Male
175,105,175,455,Female
285,206,345,836,Male
260,195,325,780,Male
565,390,545,1500,Male
575,365,585,1525,Male
275,205,295,775,Male
261,173,315,749,Male
455,355,545,1355,Male
450,303,550,1303,Male
310,225,345,880,Male
315,235,365,915,Male
435,295,525,1255,Male
340,310,405,1055,Male
465,335,490,1290,Male
309,220,419,948,Male
300,240,270,810,Male
290,240,340,870,Male
460,285,455,1200,Male
285,245,455,985,Male
425,308,405,1138,Male
300,175,315,790,Male
175,112,245,532,Female
175,92,185,452,Female
175,82,185,442,Female
135,95,155,385,Female
,165,325,490,Male
,285,365,650,Male
345,225,425,995,Male
365,245,445,1055,Male
315,265,335,915,Male
315,235,350,900,Male
405,410,480,1295,Male
335,265,425,1025,Male
425,235,415,1075,Male
385,260,405,1050,Male
275,225,225,725,Male
300,235,275,810,Male
335,235,355,925,Male
245,185,295,725,Male
264,165,308,737,Male
320,165,300,785,Female
185,255,375,815,Male
208,118,256,582,Female
365,265,485,1115,Male
305,185,310,800,Male
365,205,,570,Male
200,155,225,580,Female
187,140,262,589,Female
315,275,415,1005,Male
165,165,215,545,Male
435,320,460,1215,Male
505,335,545,1385,Male
315,255,295,865,Male
316,406,156,878,Male
405,275,500,1180,Male
,,397,397,Male
315,260,425,1000,Male
195,85,245,525,Female
408,243,474,1124,Male
270,155,275,700,Male
135,62,155,352,Female
,315,495,810,Male
192,102,250,544,Female
345,235,365,945,Male
44,27,82,153,Female
205,185,325,715,Male
205,135,245,585,Female
430,243,536,1208,Male
189,94,207,489,Female
315,185,500,1000,Male
275,225,410,910,Male
365,225,385,975,Male
581,340,565,1486,Male
615,330,495,1440,Male
455,295,495,1245,Male
405,315,455,1175,Male
275,230,300,805,Male
237,130,325,692,Female
405,245,495,1145,Male
445,325,525,1295,Male
265,110,265,639,Male
463,287,573,1323,Male
495,,,495,Male
370,320,390,1080,Male
286,181,331,798,Female
340,275,365,980,Male
315,215,405,935,Male
250,145,266,661,Female
290,270,470,1030,Male
375,225,435,1035,Male
345,280,375,1000,Male
265,145,285,695,Female
315,255,415,985,Male
265,175,242,682,Female
465,315,455,1235,Male
435,265,495,1195,Male
,36,36,72,Female
295,225,400,920,Male
363,208,418,988,Male
395,245,415,1055,Male
420,275,455,1150,Male
364,243,364,970,Male
245,115,315,675,Female
315,245,425,985,Male
385,265,405,1055,Male
175,115,215,505,Female
415,225,180,820,Male
360,285,390,1035,Male
405,275,495,1175,Male
600,345,565,1510,Male
335,240,405,980,Male
452,265,485,1202,Male
410,250,460,1120,Male
270,220,353,843,Male
315,140,320,775,Female
220,170,246,636,Male
367,255,465,1087,Male
545,341,635,1521,Male
298,209,331,838,Female
397,295,441,1133,Male
355,245,400,1000,Male
385,315,455,1155,Male
405,315,510,1230,Male
430,315,600,1345,Male
309,220,309,838,Male
231,198,243,672,Male
260,125,340,725,Female
405,305,490,1200,Male
405,275,430,1110,Male
335,170,265,770,Female
198,138,232,568,Female
210,143,300,653,Male
300,300,300,900,Male
200,120,235,555,Female
265,240,315,820,Male
135,135,83,353,Female
185,140,205,530,Male
155,155,155,465,Male
165,70,170,405,Male
45,95,135,275,Female
125,105,175,405,Female
250,215,280,745,Male
325,205,315,845,Male
335,250,415,1000,Male
275,205,325,805,Male
45,45,135,225,Male
25,25,25,75,Male
25,25,25,75,Male
135,135,225,495,Male
90,180,180,450,Male
7,7,7,22,Male
595,425,565,1585,Male
305,215,325,845,Male
225,135,312,672,Male
345,285,460,1090,Male
,127,318,445,Female
235,155,215,605,Male
285,195,315,795,Male
415,275,455,1145,Male
275,215,215,705,Male
355,250,375,980,Male
335,228,418,980,Male
,,255,255,Male
290,190,315,795,Male
85,55,142,282,Female
125,125,125,375,Male
225,225,315,765,Male
347,220,419,987,Male
15,5,20,40,Female
15,10,10,35,Female
89,50,135,274,Female
,300,,300,Male
110,95,135,340,Male
100,100,100,300,Male
215,215,215,645,Male
225,185,225,635,Male
295,295,385,975,Male
